id_componente,anio,mes,ftes
428,2022,3,0.0114
429,2022,3,2.3823
430,2022,3,4.7728
431,2022,3,0
432,2022,3,0.2994
434,2022,3,0.2189
435,2022,3,0
436,2022,3,0.8639
437,2022,3,2.6083
438,2022,3,0.0007
439,2022,3,0.2866
441,2022,3,1.9708
442,2022,3,0.1228
443,2022,3,2.2038
445,2022,3,0.0351
446,2022,3,0
447,2022,3,0.5064
448,2022,3,0.7175
449,2022,3,0.5809
450,2022,3,1.5146
452,2022,3,0.0435
455,2022,3,0
456,2022,3,0.0668
460,2022,3,0.0434
461,2022,3,0.0919
462,2022,3,0.1181
463,2022,3,0.1181
464,2022,3,0.6996
465,2022,3,0.635
466,2022,3,0.0869
467,2022,3,1.0915
468,2022,3,0.1481
469,2022,3,1.2899
470,2022,3,0.4508
471,2022,3,0
472,2022,3,1.0134
473,2022,3,0.1404
474,2022,3,1.8806
475,2022,3,3.5524
476,2022,3,0.0408
478,2022,3,0.5546
479,2022,3,0.0581
480,2022,3,0
481,2022,3,0
482,2022,3,0
483,2022,3,0
484,2022,3,9.2184
485,2022,3,1.4355
486,2022,3,0.2231
488,2022,3,0
489,2022,3,0.2729
490,2022,3,0.2423
491,2022,3,6.5152
492,2022,3,0.0006
493,2022,3,1.2317
494,2022,3,0.4456
495,2022,3,0.6649
496,2022,3,4.3911
497,2022,3,0.8895
498,2022,3,0
499,2022,3,1.2551
500,2022,3,17.8132
501,2022,3,5.9792
502,2022,3,1.2174
503,2022,3,0.1941
507,2022,3,0.6395
508,2022,3,26.5933
509,2022,3,2.5083
510,2022,3,0.8763
511,2022,3,11.0569
512,2022,3,0.0948
513,2022,3,0.2501
514,2022,3,0.5314
515,2022,3,0
516,2022,3,0
517,2022,3,0
518,2022,3,0
520,2022,3,1.1804
521,2022,3,0.255
522,2022,3,0.2333
523,2022,3,0
525,2022,3,0
526,2022,3,1.4225
527,2022,3,0
528,2022,3,0.0134
529,2022,3,0.2827
530,2022,3,0
531,2022,3,0.2203
533,2022,3,0.219
534,2022,3,0.0624
536,2022,3,0.179
537,2022,3,0
539,2022,3,0
2,2022,4,0.1522
3,2022,4,1.0526
4,2022,4,0.3716
5,2022,4,2.0222
17,2022,4,0.3682
18,2022,4,2.0859
20,2022,4,0.5769
22,2022,4,2.899
24,2022,4,3.1403
25,2022,4,0
28,2022,4,16.8928
30,2022,4,1.2317
31,2022,4,0.3795
33,2022,4,2.0552
34,2022,4,0.6709
43,2022,4,1.0004
45,2022,4,2.3842
46,2022,4,0.0279
49,2022,4,1.7317
50,2022,4,4.4339
52,2022,4,0.4257
66,2022,4,0.0954
69,2022,4,0
73,2022,4,0.5497
74,2022,4,2.0821
76,2022,4,1.7918
77,2022,4,0.3019
79,2022,4,0
80,2022,4,9.041
82,2022,4,4.3976
84,2022,4,3.8229
85,2022,4,0
88,2022,4,1.1087
89,2022,4,0
90,2022,4,0
91,2022,4,71.2838
92,2022,4,0.531
93,2022,4,6.7789
95,2022,4,0
96,2022,4,2.2214
99,2022,4,0
100,2022,4,0
104,2022,4,2.648
105,2022,4,4.3272
108,2022,4,1.0217
112,2022,4,0.7353
113,2022,4,0.152
114,2022,4,0.1354
116,2022,4,13.3799
119,2022,4,2.303
122,2022,4,10.1285
125,2022,4,0.0028
136,2022,4,0.954
137,2022,4,0.8584
138,2022,4,0.815
139,2022,4,1.8576
142,2022,4,2.4338
145,2022,4,0.0619
149,2022,4,1.7159
151,2022,4,0.042
152,2022,4,2.8498
155,2022,4,0.7538
169,2022,4,0
170,2022,4,3.4077
177,2022,4,4.9492
178,2022,4,1.1029
204,2022,4,0.4321
206,2022,4,0.0233
212,2022,4,5.9133
216,2022,4,0.1486
218,2022,4,0
226,2022,4,2.1854
227,2022,4,0
228,2022,4,0.0738
229,2022,4,14.7386
233,2022,4,0.4614
258,2022,4,0
263,2022,4,2.9845
269,2022,4,0.0031
270,2022,4,0.0023
271,2022,4,0.0012
272,2022,4,0.0019
274,2022,4,4.8422
275,2022,4,0.1548
279,2022,4,0
280,2022,4,0.0212
281,2022,4,0
282,2022,4,3.4314
283,2022,4,0.1637
286,2022,4,0
287,2022,4,0
290,2022,4,5.0541
296,2022,4,0.0019
297,2022,4,0.0012
298,2022,4,2.3236
304,2022,4,0.7873
307,2022,4,0.0011
311,2022,4,7.7052
314,2022,4,0.0139
315,2022,4,0.4025
316,2022,4,1.3563
317,2022,4,1.0865
319,2022,4,0.3378
320,2022,4,6.0402
321,2022,4,4.4163
323,2022,4,2.9605
326,2022,4,0
329,2022,4,0
330,2022,4,0.8928
332,2022,4,0.9336
333,2022,4,3.8063
335,2022,4,0.6899
336,2022,4,3.0999
340,2022,4,8.0314
342,2022,4,1.6334
346,2022,4,0.1715
347,2022,4,1.1449
348,2022,4,0.7223
349,2022,4,0
350,2022,4,0.7888
352,2022,4,3.6894
354,2022,4,0
355,2022,4,0
356,2022,4,0.0568
363,2022,4,0.3549
364,2022,4,0
365,2022,4,0.673
366,2022,4,0.7237
367,2022,4,0
369,2022,4,0
370,2022,4,0
371,2022,4,0
372,2022,4,0
373,2022,4,0
374,2022,4,0
375,2022,4,0
376,2022,4,0
377,2022,4,0.0583
379,2022,4,0.5399
382,2022,4,0.6794
383,2022,4,0
384,2022,4,0.0001
385,2022,4,2.9204
386,2022,4,0.5955
388,2022,4,0.0492
389,2022,4,2.2595
390,2022,4,1.456
391,2022,4,0.7952
392,2022,4,0.0193
393,2022,4,2.336
394,2022,4,0.1354
395,2022,4,0.3215
396,2022,4,1.0462
399,2022,4,0
401,2022,4,2.3838
402,2022,4,2.2013
403,2022,4,0.0104
404,2022,4,0
406,2022,4,0.0001
407,2022,4,0.0001
408,2022,4,0.0006
409,2022,4,0.178
410,2022,4,3.1734
411,2022,4,1.4487
412,2022,4,0
415,2022,4,0
416,2022,4,0
417,2022,4,1.0071
418,2022,4,1.8968
419,2022,4,2.9055
420,2022,4,0.1677
421,2022,4,4.5715
424,2022,4,1.1028
425,2022,4,0
426,2022,4,1.5366
428,2022,4,0.0755
429,2022,4,2.4815
430,2022,4,1.014
431,2022,4,0
432,2022,4,0.3203
434,2022,4,0.3464
435,2022,4,0
436,2022,4,0.839
437,2022,4,2.4664
438,2022,4,1.4528
439,2022,4,0.2058
441,2022,4,2.2222
442,2022,4,0.0259
443,2022,4,2.1124
445,2022,4,0.0271
446,2022,4,0
447,2022,4,0.4696
448,2022,4,0.7847
449,2022,4,0.5101
450,2022,4,1.8052
452,2022,4,0.05
455,2022,4,0
456,2022,4,0.0547
460,2022,4,0.0348
461,2022,4,0.0406
462,2022,4,0.0903
463,2022,4,0.0903
464,2022,4,0.6837
465,2022,4,0.5573
466,2022,4,0.0774
467,2022,4,0.7147
468,2022,4,0.1054
469,2022,4,6.2036
470,2022,4,0.2585
471,2022,4,0
472,2022,4,0.645
473,2022,4,0.1393
474,2022,4,0
475,2022,4,3.4109
476,2022,4,0.0452
478,2022,4,0.7372
479,2022,4,0.0001
480,2022,4,0
481,2022,4,0.4333
482,2022,4,0
483,2022,4,0
484,2022,4,9.9085
485,2022,4,0.714
486,2022,4,0.0571
488,2022,4,0
489,2022,4,0.3542
490,2022,4,0
491,2022,4,5.9973
492,2022,4,0.0013
493,2022,4,1.263
494,2022,4,0.1381
495,2022,4,0.7555
496,2022,4,2.5684
497,2022,4,0.8937
498,2022,4,0
499,2022,4,0
500,2022,4,15.9792
501,2022,4,6.8438
502,2022,4,0.7565
503,2022,4,0.1933
507,2022,4,0.8811
508,2022,4,32.4041
509,2022,4,2.1903
510,2022,4,0.8396
511,2022,4,11.7318
512,2022,4,0.1282
513,2022,4,0.1299
514,2022,4,0.5992
515,2022,4,0
516,2022,4,1.3395
517,2022,4,0
518,2022,4,0
520,2022,4,0.8649
521,2022,4,0.3109
522,2022,4,0.2497
523,2022,4,0
525,2022,4,0
526,2022,4,1.3863
527,2022,4,0.3827
528,2022,4,0
529,2022,4,0.5291
530,2022,4,0
531,2022,4,0.6831
533,2022,4,0.1848
534,2022,4,0.0697
536,2022,4,0.2127
537,2022,4,0
539,2022,4,0.1554
540,2022,4,23.3668
2,2022,5,0.0537
3,2022,5,1.8732
4,2022,5,0.3583
5,2022,5,1.8767
17,2022,5,0.3212
18,2022,5,3.2437
20,2022,5,0.598
22,2022,5,3.0199
24,2022,5,3.8393
25,2022,5,0.0652
28,2022,5,14.6609
30,2022,5,0.9222
31,2022,5,0.3427
33,2022,5,2.0855
34,2022,5,0.4575
43,2022,5,0.8316
45,2022,5,2.003
46,2022,5,0.035
49,2022,5,1.7877
50,2022,5,4.5081
52,2022,5,0.3501
66,2022,5,0.1042
69,2022,5,0.7381
73,2022,5,5.1356
74,2022,5,1.8347
76,2022,5,1.8732
77,2022,5,0.3291
79,2022,5,0.9796
80,2022,5,8.021
82,2022,5,3.8551
84,2022,5,4.1684
85,2022,5,0
88,2022,5,0.4449
89,2022,5,0
90,2022,5,0
91,2022,5,54.23
92,2022,5,0.5565
93,2022,5,5.3384
95,2022,5,0.0001
96,2022,5,2.619
99,2022,5,0
100,2022,5,0
104,2022,5,2.2877
105,2022,5,4.1578
108,2022,5,0.9244
112,2022,5,0.8053
113,2022,5,0.1872
114,2022,5,0.1599
116,2022,5,18.5059
119,2022,5,0.0015
122,2022,5,8.5175
125,2022,5,0
136,2022,5,1.8592
137,2022,5,1.9866
138,2022,5,1.1583
139,2022,5,1.3725
142,2022,5,2.2232
145,2022,5,0.4482
149,2022,5,1.6548
151,2022,5,0.0109
152,2022,5,1.8627
155,2022,5,0.7878
169,2022,5,0.0012
170,2022,5,2.8744
177,2022,5,2.8937
178,2022,5,0.9104
204,2022,5,0.3662
206,2022,5,0.1272
212,2022,5,0.6328
216,2022,5,0.0948
218,2022,5,0
226,2022,5,0.9062
227,2022,5,0
228,2022,5,0.0712
229,2022,5,18.867
233,2022,5,0.2077
258,2022,5,0
263,2022,5,2.2745
269,2022,5,0
270,2022,5,0
271,2022,5,0
272,2022,5,0
274,2022,5,4.2404
275,2022,5,0.1611
279,2022,5,0
280,2022,5,0.0397
281,2022,5,0
282,2022,5,3.2076
283,2022,5,0.2686
286,2022,5,0
287,2022,5,0
290,2022,5,6.0151
296,2022,5,0.0018
297,2022,5,0.0011
298,2022,5,2.383
304,2022,5,0.7312
307,2022,5,0
311,2022,5,8.5726
314,2022,5,0.0392
315,2022,5,0.3502
316,2022,5,0.5978
317,2022,5,1.0174
319,2022,5,0.3223
320,2022,5,14.2577
321,2022,5,2.8522
323,2022,5,3.3982
326,2022,5,0
329,2022,5,0
330,2022,5,0.706
332,2022,5,0.7079
333,2022,5,1.4286
335,2022,5,0.4803
336,2022,5,2.1661
340,2022,5,6.6656
342,2022,5,1.2141
346,2022,5,0.2101
347,2022,5,0.2521
348,2022,5,0.7095
350,2022,5,0.0782
352,2022,5,4.2267
354,2022,5,0
355,2022,5,0
356,2022,5,0.0584
363,2022,5,0.4062
364,2022,5,0
365,2022,5,0.7703
366,2022,5,0.8596
367,2022,5,0.0003
369,2022,5,0
370,2022,5,0.0009
371,2022,5,0.0004
372,2022,5,0
373,2022,5,0.0006
374,2022,5,0
375,2022,5,0
376,2022,5,0
377,2022,5,0.0768
379,2022,5,0.737
382,2022,5,0.6069
383,2022,5,0
384,2022,5,0.0001
385,2022,5,0.1425
386,2022,5,0.3947
388,2022,5,0.0338
389,2022,5,2.3498
390,2022,5,0.5493
391,2022,5,0.6279
392,2022,5,0.0619
393,2022,5,1.619
394,2022,5,0.3256
395,2022,5,0.2403
396,2022,5,0.7817
399,2022,5,0
401,2022,5,2.7125
402,2022,5,2.0727
403,2022,5,0.0123
404,2022,5,0
406,2022,5,0.0001
407,2022,5,0.0001
408,2022,5,0.0004
409,2022,5,0.1774
410,2022,5,1.5668
411,2022,5,0.3362
412,2022,5,0
415,2022,5,1.4129
416,2022,5,0
